"GSM3433436"	"GSM3433437"	"GSM3433438"	"GSM3433439"
"ELP3"	3126.234	2075.957	1623.11	1686.678
"MGC34732"	-9.893388	5.032246	3.473838	37.90918
"OR5J2"	2.685915	-1.070107	-8.481426	19.51615
"MGC4268"	1042.884	1142.775	1030.702	1397.994
"CDO1"	47.58115	72.89352	52.09026	79.08537
"LOC399947"	23.73383	10.26116	1.08816	30.2747
"SLC6A16"	74.35572	70.51684	45.22524	124.206
"KIAA2026"	70.74475	24.74306	275.7116	299.564
"CYP2S1"	228.1151	279.7063	125.5215	199.771
"OR4E2"	15.90701	10.68535	1.045526	37.16873
"PFKFB2"	31.02957	45.71553	26.54109	78.55103
"OR11L1"	21.02124	16.36599	11.07218	42.43415
"GPR89A"	244.3074	164.9903	247.7095	253.0587
"FRMD5"	14.19328	13.35631	3.268746	33.84346
"GALM"	393.5999	369.6939	181.9557	190.8892
"SNX22"	6.127858	8.041741	5.094556	38.54987
"ATG10"	667.5377	625.3936	1270.896	1602.029
"PGM5"	242.5201	328.69	149.6029	336.3628
"NUBP2"	349.9349	678.3672	84.33144	121.1942
"TTN"	96.64307	74.79475	60.62977	110.3352
"HRB"	250.9833	289.7349	117.1569	177.5131
"PCNXL2"	61.32249	63.66463	39.44527	82.34851
"AKAP1"	100.7843	84.63316	182.5602	177.3634
"BPIL3"	15.41913	28.81662	-0.2567329	42.96397
"MYO1C"	1006.343	482.9393	342.1111	293.0432
"DXS9879E"	5269.373	6246.192	3225.363	3679.291
"IXL"	2515.219	1933.05	1503.794	1782.724
"GPR137B"	2420.115	2200.992	2450.792	2244.677
"ARF1"	12.18318	23.0234	5.847876	52.74886
"CECR1"	152.5416	126.1138	67.85852	107.4635
"KLHL3"	173.3106	75.78017	190.275	225.5419
"TPSG1"	81.07899	59.49484	66.74509	82.65871
"MDS032"	224.068	244.0371	114.348	187.9579
"POLG2"	189.3018	179.7	303.1343	301.2104
"EIF4A1"	23235.21	18642.12	13464.36	15528.81
"GPA33"	43.21511	38.825	29.20726	63.00417
"SLC14A1"	90.72725	57.24754	35.08841	61.81191
"EGR2"	19.74055	129.931	8.86574	218.6566
"CDH16"	15.98076	18.19299	0.684521	34.14255
"GAS6"	5352.35	4108.352	2794.862	4911.716
"AHCY"	6129.021	6724.127	3391.531	3180.025
"EXTL3"	844.3577	641.7383	410.0869	391.2934
"MAGI3"	7.26363	16.0645	-2.330173	30.14466
"MBD3L1"	65.18564	73.64925	55.39669	87.33351
"PLCD4"	48.99488	37.31	26.28004	48.31057
"MSTO1"	665.0832	521.424	526.1719	587.8604
"PDLIM2"	14.12988	23.91372	5.816301	44.90802
"TIE1"	35.57064	28.24549	33.34112	79.63341
"CARD4"	80.35629	82.3034	52.77193	102.4241
"SMPD1"	449.638	305.3072	192.1016	206.8583
"TRAF6"	10.67461	7.29058	6.519683	35.96761
"CCR4"	12.62704	8.457382	7.925707	33.72113
"DNAJA3"	6559.289	5457.894	5275.098	5428.544
"PADI3"	7.356318	3.973216	-3.428238	27.72773
"WDR45L"	1327.138	1251.144	871.8036	1027.71
"SCAMP3"	5650.241	5136.484	3049.412	3173.094
"ALG3"	1622.819	1233.495	726.5424	825.3657
"CKB"	356.7031	530.2207	134.7456	216.6289
"GSDM1"	148.2153	119.563	81.26083	113.0091
"ATF4"	10319.55	7157.672	8576.283	11541.54
"ZNF440L"	186.7211	180.1357	353.8484	493.9705
"LTA4H"	6861.256	6789.544	6779.597	6620.308
"POU3F3"	6.085748	5.311584	-7.755812	25.68046
"HS2ST1"	148.1001	111.5335	745.728	729.236
"ZNF229"	14.85741	18.18464	105.2333	112.2844
"C6orf84"	44.16139	20.22258	110.163	118.7436
"GPR84"	-4.732907	7.933217	-2.642967	31.64274
"KIAA1838"	3647.018	3123.385	3347.767	3418.906
"ZNF643"	-10.64456	12.10382	10.3481	54.57107
"DUS1L"	241.1027	247.1596	63.11576	107.2812
"AKAP4"	21.35845	17.70138	23.36573	38.49149
"UBXD1"	2569.866	2834.498	1157.551	1067.471
"RPL29"	897.4362	957.0307	432.0345	422.8239
"TMEM106A"	23.1804	15.17947	1.316734	40.51112
"FAM105A"	39.47992	80.66456	34.10289	56.66625
"ZNF257"	6.57222	7.31349	8.845626	34.05416
"PRIC285"	2203.586	993.5777	1442.914	1818.211
"CIDEC"	32.44659	37.38417	24.1477	68.00426
"STK32A"	12.30704	28.80465	0.4219342	36.30176
"ADCK2"	1703.048	1076.831	977.2474	814.1942
"KIAA0672"	257.3535	179.9642	155.0126	185.721
"TREM1"	103.8049	88.05698	27.63414	76.03677
"LAS1L"	795.1607	941.5822	376.7218	528.0562
"FOXH1"	57.72356	36.20647	26.17516	82.77858
"OR6C6"	-3.331486	0.9309008	-6.150206	18.84883
"SP5"	4.154057	-0.3766261	-9.279803	30.34183
"MGC40178"	2.476927	3.432191	-2.649123	34.57111
"OR13J1"	9.857543	17.51439	3.6346	55.68382
"OR52N1"	0.6075014	9.113103	10.01493	37.59451
"SLC30A8"	15.14089	12.66959	13.06407	67.40243
"SMG5"	1230.923	729.1093	563.2885	692.3757
"C12orf61"	118.3279	149.6303	32.31876	63.40236
"TRFP"	5186.589	4211.321	3560.676	4414.798
"MFSD7"	103.1063	175.7067	27.83439	60.12132
"CGNL1"	1286.906	1071.187	2366.774	1149.211
"ZNF677"	8.140574	27.68599	10.17448	34.90321
"FLJ21736"	27.13031	28.80356	21.88596	59.13464
"FLJ10661"	309.4653	161.9853	141.8133	149.2297
"FSCN2"	35.57583	39.75243	27.07795	71.60654
"MGC45438"	4.729668	19.30673	7.188313	43.84552
"KRTAP20-1"	0.5703032	7.695956	-4.500379	28.46097
"PDYN"	-0.4900941	6.202215	0.8364628	41.68829
"LEP"	21.2959	40.2556	9.573524	54.1226
"MGC70870"	18.12247	25.34555	7.510155	46.91221
"SIGLEC5"	1.596566	3.497153	-5.342919	28.32343
"BAX"	140.6232	92.94337	41.63088	73.59725
"FLJ36070"	369.5862	293.8428	229.4239	181.4134
"RAB11FIP1"	952.5328	361.2323	394.2286	197.5612
"FXYD5"	20.48973	27.72386	10.16374	43.28695
"PROK1"	1.119111	6.997468	0.3531617	36.95715
"MBTPS2"	88.57806	87.18969	54.59323	46.4887
"KIF4A"	40.78169	42.86475	20.55413	33.30003
"KCNJ3"	-0.2359366	3.744822	-9.374531	26.69635
"MGC23244"	95.44711	85.57302	44.97547	113.9399
"APCS"	53.30646	68.45649	40.34067	68.77628
"PAH"	-6.231112	5.197313	3.057894	25.15966
"KCNA1"	15.79715	17.71396	10.43277	31.91984
"PDZRN4"	7.016632	8.943653	-4.180395	16.30395
"LIMK1"	3180.709	2799.273	1908.485	3187.323
"CREB3L4"	104.5585	116.3035	53.23255	79.81322
"SS18L1"	300.619	460.4821	611.5972	868.5858
"APEG1"	4203.292	1548.973	2530.356	2348.611
"ABHD5"	646.077	1064.014	569.8088	630.9767
"ATP1B1"	2558.97	2974.259	3682.606	2770.854
"GCLC"	296.5701	280.2295	755.5397	769.3556
"PHOX2A"	16.07111	20.78351	8.599773	32.33255
"TBC1D4"	133.1554	120.4856	213.7028	268.5927
"TRAK1"	685.4765	526.5216	546.5132	559.7692
"RAPH1"	27.64936	34.67258	14.57218	35.56504
"FRMPD2"	5.796875	13.10104	-3.030514	19.74798
"INPP5D"	64.9185	47.75544	76.03416	184.9059
"MSN"	2657.571	1954.823	1881.946	2483.689
"GABBR1"	14.42453	16.98268	-4.397597	26.97659
"ESCO1"	18.84742	17.96678	124.7889	209.5342
"PHF6"	1.901856	3.779133	-10.97167	19.74478
"GZMK"	14.91994	25.88376	2.720149	48.17037
"TSCOT"	77.93313	56.41436	46.56535	110.5934
"CDGAP"	163.6569	141.6724	94.79858	172.3746
"SYCE1"	6.943091	1.929369	-7.706282	21.14809
"BLM"	20.96461	10.65903	22.18059	47.354
"GPR4"	26.22189	17.19919	5.439274	33.58521
"TMEM80"	176.3658	163.6199	95.70563	118.3382
"HOXC12"	9.016268	3.125809	-1.783229	25.76762
"RPE"	183.3421	263.5873	488.5776	452.5549
"CEP250"	57.23728	58.28714	32.60788	51.3515
"MYBBP1A"	111.0341	98.54422	56.18847	62.30608
"JPH4"	6.482896	26.36045	9.386285	42.70287
"RASSF2"	44.88839	37.36998	45.59325	82.44503
"TSNARE1"	31.92095	23.34932	22.9602	44.61571
"TUBA3"	10157.45	11218.93	5493.376	6120.659
"PSME4"	1879.325	2250.968	3286.343	5966.7
"PTPDC1"	57.24981	79.23333	60.50894	133.9408
"FLJ20643"	734.6822	1047.839	306.234	338.2572
"KRTAP10-8"	35.06458	34.91565	103.2212	153.3517
"ALLC"	41.35904	33.77633	21.27523	46.38001
"REL"	29.39975	10.83362	61.2645	84.89434
"PUS3"	393.3837	675.3527	369.0621	459.6681
"C6orf60"	20.39685	13.86353	69.54713	81.82072
"THBD"	120.376	73.96848	69.27221	109.3106
"CRR9"	3866.865	3560.988	2040.937	2172.759
"C21orf13"	72.40812	52.86042	62.41328	88.99589
"LAMB3"	21.1931	25.02153	15.10783	37.26491
"MGC39606"	10.73058	14.25321	10.25603	33.91589
"C4orf9"	830.2983	715.0155	635.8196	724.3402
"OR2A25"	24.69016	28.07326	22.29489	50.60587
"CIZ1"	113.9466	92.88047	36.33983	95.58485
"OR2G3"	15.87259	10.76486	12.53467	40.53822
"UQCRC2"	2613.565	3245.592	2985.911	2658.795
"PNMA2"	1723.761	1485.687	2442.008	1339.223
"AQP6"	11.72253	18.15958	1.543912	40.12572
"YIF1B"	794.7525	1239.775	215.4256	235.9111
"NEIL3"	49.57631	35.89518	57.22692	23.37156
"MOAP1"	1317.633	1781.604	1048.334	1239.278
"C3orf23"	27.26626	31.58223	45.06674	67.85955
"LOC158830"	-3.16064	3.908348	-2.213496	27.21933
"RPS14"	26701.77	18437.42	14442.64	15694.84
"NRGN"	26.72355	23.49739	11.71251	36.31764
"C11orf2"	4350.704	4126.854	2471.669	1906.359
"C20orf20"	1949.199	2008.759	1510.55	1855.079
"FLJ23861"	44.1426	36.17045	41.11959	120.7638
"PARK2"	21.1217	26.79298	8.942111	43.99716
"MPZL1"	4637.757	3976.949	2842.958	3386.223
"LY75"	12.12552	7.458974	34.61669	38.76179
"SEL1L"	90.41059	68.25645	327.1526	374.4584
"NLGN3"	10.83851	23.12257	17.49854	46.49411
"TOMM70A"	2206.846	2427.905	18788.14	21809.17
"INSRR"	6.202736	9.913252	21.80431	44.87101
"TRIM3"	194.5218	165.1414	115.4661	138.7918
"FGF20"	2.422631	12.61629	4.257744	37.24352
"GALK2"	55.92484	31.46124	37.53362	58.73919
"RNF19"	1037.67	977.2039	2425.336	2470.295
"KRTAP19-5"	3.173814	-1.727902	-9.329201	30.72091
"CREB3"	398.8272	563.8389	243.5829	303.4407
"ABI3BP"	644.2711	690.7946	1347.164	1149.738
"SRI"	539.0529	477.5154	576.8233	823.0992
"RARRES1"	10738.95	8072.307	11157.57	12128.8
"PEX19"	1906.47	1673.357	1213.32	1080.548
"FTL"	41158.67	18670.19	22557.3	24621.28
"CST5"	12.68442	20.27865	6.982466	74.14858
"M6PRBP1"	10274.39	9171.924	5668.643	5894.463
"PDE1A"	9.58532	1.821657	21.95246	44.46339
"DAZL"	-3.711429	11.6825	-1.298905	46.7952
"CLEC3A"	-1.31024	8.810261	-11.37062	32.66568
"NAG6"	295.6517	222.7953	261.0991	320.5192
"HTRA1"	16366.62	13003.72	10926	12027.33
"SPINK5"	43.09664	38.70338	17.78537	60.07338
"OTUD7"	2.110127	6.596326	-0.7602022	32.38505
"SPATS2"	620.6319	731.5324	348.4327	535.5384
"MICA"	3682.705	3796.088	1967.869	2344.389
"CLDN3"	20.06178	27.87806	7.609853	46.49194
"KCNIP2"	16.15696	23.35933	5.56747	37.83657
"FLJ45910"	31.8075	25.28625	23.85275	54.53887
"HIST1H1B"	-10.09079	0.317842	-9.002053	23.11888
"QTRT1"	268.8569	468.473	146.4479	150.4105
"PPEF1"	10.18492	9.889457	8.979219	40.44744
"KMO"	30.66198	18.54083	0.2335061	43.28439
"CEP72"	48.86222	44.53025	39.42124	44.96515
"PLD3"	50.26855	50.1731	12.747	46.42173
"SLC16A8"	54.25141	73.16429	23.83093	69.17646
"RHOBTB3"	1227.521	1236.335	1981.613	2325.505
"IQCB1"	7.707973	15.91623	23.97989	60.34612
"FLJ10925"	98.38075	92.76817	88.26147	150.1183
"TSGA14"	141.1613	143.2493	131.8659	231.7257
"C12orf5"	629.2241	778.5194	806.4827	1193.783
"WHSC1L1"	153.4282	139.73	219.0836	160.5502
"PBX4"	19.5551	27.14713	8.405263	42.80866
"LRP2"	258.6456	191.038	274.5665	308.8503
"TMEM111"	8366.039	8673.876	6120.439	5732.516
"SUSD3"	173.0226	92.88873	87.63471	52.10482
"RLTPR"	15.98952	47.08799	6.011555	30.97441
"SNX7"	109.8269	137.5503	181.3313	214.4021
"CLDN12"	543.1442	409.4826	1510.061	1488.203
"ARRDC4"	125.0471	131.5986	377.2295	207.044
"HSP90AB2P"	3.821835	22.23669	2.312095	10.45656
"NF1"	24.34916	19.86766	26.08731	71.55212
"NIT2"	1784.77	2249.923	1265.746	1095.476
"C7orf21"	1762.125	1963.59	874.7949	903.2322
"C9orf150"	120.3339	30.55064	507.2754	291.3018
"YWHAZ"	4733.459	3006.623	3407.001	3841.359
"RP11-311P8.3"	289.3145	377.9593	397.1604	390.8457
"ODF2L"	55.80328	44.69888	163.0437	235.0864
"C9orf88"	12364.39	9979.526	8614.802	12560.58
"FLJ25416"	31.38359	33.84428	106.4405	113.8178
"TRIM9"	110.6859	102.1161	71.97878	119.5375
"HIGD2A"	11482.72	11258.08	7428.241	6216.833
"FLJ43826"	4.187277	8.947088	-0.8571579	28.02089
"AMELX"	23.47499	8.54512	6.916898	38.83408
"FAM53A"	567.7594	522.7943	564.3287	554.5219
"LOC90624"	51.18719	40.09248	371.6618	344.1385
"CALML4"	57.9427	58.23666	74.11018	72.47346
"EXOSC7"	1177.214	1508.688	622.4055	667.5487
"EXOSC2"	621.7128	669.9576	359.3036	280.6094
"C3orf20"	45.85808	33.0369	26.43933	59.09149
"AHSA1"	3240.435	4657.402	2142.913	1734.882
"RRM2B"	366.9802	251.2825	2078.317	3028.179
"STAT1"	4357.315	3201.993	3750.775	3884.302
"RBM4"	1055.634	1632.463	438.3719	493.0851
"GRM4"	80.57934	87.75005	62.67401	109.4075
"CABIN1"	280.2638	362.5887	143.1727	185.2794
"DOM3Z"	621.9439	620.5494	243.5227	272.4842
"RPL10"	0.9198827	12.91248	8.491014	26.51293
"FZD1"	298.9756	251.5345	445.5785	346.8708
"FARP2"	116.2317	110.1439	43.04576	91.95333
"TANK"	18.61632	10.06209	16.88313	59.0418
"ARHGEF17"	656.1709	517.3013	362.6445	362.7155
"APIN"	4.151047	6.763875	6.59642	37.65864
"PTTG1"	365.7176	248.6781	225.8703	146.0453
"POLDIP3"	860.5361	942.7996	448.0163	519.5964
"ENTPD8"	36.93533	41.54712	24.50966	63.30907
"KCNT2"	23.84837	16.86032	55.89281	59.51636
"XKR8"	38.39581	33.30819	23.3514	60.46113
"PEF1"	1918.413	2731.649	957.3983	1236.156
"PIAS2"	314.4598	310.4193	234.1162	245.2859
"MADD"	21.7602	16.59322	10.49994	42.8443
"ENTPD2"	20.26542	27.45397	24.0324	67.5541
"USP26"	12.53849	8.061365	11.17469	42.32605
"ADAMTS1"	1534.069	330.545	1831.137	355.4824
"DHDDS"	727.9842	502.243	373.0385	392.328
"MYO18A"	700.8278	473.5763	722.3096	588.9664
"MT3"	100.8165	219.6504	19.85744	51.42774
"ZNF452"	27.16364	27.26509	47.52145	96.51087
"GNA14"	64.11578	252.6344	50.10236	178.9319
"AKAP3"	30.88416	41.35962	21.48741	58.47801
"AGRP"	17.95966	32.4268	11.6928	51.56258
"FLJ25369"	18.27098	6.640754	4.939464	40.83943
"ZNF559"	156.5758	231.805	399.8727	521.0677
"LOC56901"	221.7113	254.2524	39.39083	71.65652
"PPM2C"	347.8051	213.2752	627.3409	524.5039
"JMJD2A"	38.71334	42.05817	16.91313	53.05187
"CSNK1D"	2228.846	2552.266	1476.254	1955.92
"SPOP"	21.01354	59.4369	23.30448	61.08698
"DUSP4"	1184.074	248.5788	617.0541	229.8429
"TBX6"	35.88616	23.59612	24.23134	51.00899
"ADAMTS12"	14.60557	10.78749	5.047453	47.95477
"CXCL6"	310.0951	523.8054	314.1585	158.6497
"TMEM2"	730.9551	1495.197	844.3719	2260.627
"DLGAP4"	795.6689	976.1041	494.9316	750.7471
"KCNQ1DN"	7.354961	9.252401	6.068415	35.98991
"C12orf23"	340.2153	342.6479	1532.585	2106.498
"BTBD7"	94.46432	102.971	197.1631	262.1914
"NFKBIL2"	99.15363	66.85226	57.22668	94.72932
"OSBPL10"	514.1823	833.6418	466.3852	1142.398
"PPIL5"	463.8452	598.0375	513.5962	371.774
"C8orf37"	5.276513	11.90019	13.30327	71.60793
"ZC3H12B"	180.627	158.3472	233.0261	294.2118
"WDR23"	1406.336	854.4858	428.8771	454.1535
"LEPREL1"	2674.625	2208.094	2282.034	2435.365
"MGC4093"	851.363	1035.942	368.4143	512.7822
"KRTAP12-3"	19.69249	12.49821	7.071815	43.90976
"C6orf205"	9.554656	2.719891	15.19407	39.26507
"MAGEB6"	-0.8127621	9.498958	-6.064388	33.29231
"BC002942"	1212.755	1142.01	710.1772	808.9218
"GRWD1"	1542.654	2140.377	675.7056	636.2739
"FLJ20397"	1744.208	1303.706	1350.023	1413.479
"GRASP"	41.54501	47.57964	33.84634	61.33422
"ITIH4"	19.74197	18.3229	4.662683	30.83491
"FLJ20647"	3078.909	4495.128	3109.226	4543.77
"C18orf37"	1081.333	1433.257	562.002	762.2292
"CPB1"	5283.766	3268.967	4627.774	2506.272
"HOXD4"	22.3593	19.5281	4.709292	37.26207
"KRTCAP2"	10089.59	9103.785	4622.789	5591.642
"OR51E1"	8.844502	15.10781	-5.381906	26.06957
"LOC401152"	121.3666	178.8555	270.9305	520.8217
"FLJ40194"	7.260906	15.09906	-0.1676718	30.50637
"C1orf164"	103.0184	69.76081	41.45396	70.18343
"LOC90580"	724.0193	707.3445	255.2578	293.1385
"C1QDC1"	389.3717	423.9099	504.1239	520.8886
"PDE4DIP"	8.843637	3.866431	-10.77014	19.21462
"FLJ34443"	239.0876	279.0409	371.1801	475.5052
"FSTL4"	12.85701	6.616674	0.1435037	28.65892
"FLJ36888"	59.16034	55.86588	29.00081	58.74903
"HNRPCL1"	6.78233	1.608059	0.02003301	33.36102
"SEC24C"	5108.295	4051.018	2868.327	3427.707
"CD99L2"	3598.241	3155.847	1258.329	1325.876
"TMSL8"	174.828	254.2955	296.9914	202.7828
"PHACTR2"	492.8566	305.0788	2038.252	2673.244
"MCM8"	12181.4	6656.124	16785.56	20714.08
"TOE1"	108.6206	174.8015	71.68884	86.55198
"HSPA9B"	6552.245	6579.877	5022.439	5119.424
"BIRC4BP"	303.4779	168.1231	616.9653	997.3514
"EPHB4"	368.4913	244.0905	245.6548	355.8713
"PRNP"	18933.48	16523.44	18773.88	18461.8
"PLXNC1"	24.22174	38.75253	28.37423	77.75237
"FLJ33860"	11.41839	20.33799	0.2080956	32.22652
"ERBB4"	-3.509172	4.07691	3.297034	24.24819
"HRAS"	776.6791	1043.648	451.4045	578.166
"FGA"	17.7366	15.08126	11.88586	56.01653
"IDE"	206.7156	182.2736	383.4596	392.3794
"C4orf13"	24.36186	24.66887	13.73716	41.8239
"CCNT2"	99.93121	74.10814	360.4572	426.0415
"CLTCL1"	66.62421	73.93467	35.45148	86.26413
"HACE1"	347.8513	332.7308	194.7582	326.5023
"RCV1"	8.801851	43.99551	0.7751921	60.83043
"SPESP1"	41.13286	41.35033	93.20899	127.8972
"TRERF1"	105.5865	48.19308	93.71624	91.40098
"KCNG3"	-0.1431648	5.398877	-1.069779	33.79211
"TSSK2"	2.120758	4.614688	-5.936352	25.59074
"GLRX2"	438.0945	686.1309	1001.637	777.3909
"MT2A"	32512.05	16983.03	20585.19	22067.38
"GUCY1A2"	38.65172	44.6454	12.42034	47.64866
"KAT3"	455.0462	543.273	1211.549	850.9416
"ATP1A3"	60.16142	73.00058	33.8672	54.55364
"AMT"	126.0404	66.85365	120.0772	181.2089
"BCAS2"	48.88006	60.4634	462.582	543.6551
"PRKCH"	180.5296	186.4124	137.4823	126.517
"SNX19"	3787.342	2458.948	3510.909	4133.715
"LIMS1"	152.5301	229.4895	203.8591	501.98
"AKAP12"	45.92319	63.63415	50.48339	60.68937
"MGC12965"	29.67769	45.88013	139.4862	196.4682
"TM9SF2"	4850.375	4519.455	5259.262	5777.504
"CENTG1"	49.5279	42.40037	21.88305	61.56149
"MPL"	62.73352	48.96859	29.89966	75.35279
"PCTK1"	60.60637	31.36187	22.35673	63.13305
"PNMT"	1.73901	6.012823	-0.2246217	25.51405
"CYP8B1"	38.30311	29.36447	21.23689	64.03619
"ABCA2"	192.783	170.5188	146.1289	150.4273
"SFRS9"	12099.15	11882.33	7614.223	8298.297
"DEFA3"	3.70221	0.1996737	3.709322	30.75485
"NPFF"	32.86826	36.23234	11.36369	55.68704
"NIT1"	330.6021	334.4834	205.9783	230.3442
"PPP1R3D"	168.9395	150.4454	170.6853	208.5638
"TAGAP"	35.71271	38.92375	16.23109	57.12683
"KCNS3"	64.55185	107.782	36.74729	128.7839
"TEX264"	2133.586	3095.961	1173.148	1017.544
"UCK1"	771.5855	866.5084	348.8762	346.876
"KDELC1"	966.3288	1067.597	1254.53	845.4549
"KIAA1683"	9.724671	7.287111	4.221721	42.06828
"ATP5G1"	6555.5	6643.743	2810.248	2436.108
"RPL30"	20796.73	15282.73	12383.21	13029.77
"TCBA1"	10.14288	19.77496	3.35498	64.72099
"TLL2"	24.93194	14.17942	26.94347	55.78583
"PIG38"	48.28391	38.26048	36.19184	46.1191
"KCNK7"	26.05862	16.34808	6.03014	32.93206
"C14orf93"	604.8547	433.5254	369.417	412.4452
"FLJ30596"	63.9916	46.75589	368.2533	351.4233
"RAB42"	57.31659	33.57678	50.20144	89.10052
"RNF121"	248.1236	222.9225	149.6217	203.3141
"FLJ20699"	729.4189	536.7334	316.8683	342.4156
"MGC4825"	1071.562	1053.998	872.5021	1009.521
"MGC52423"	33.11031	27.47271	8.847601	57.32972
"ATP8A2"	30.14542	26.3227	22.67637	56.34023
"KCNQ1"	16.07597	17.68734	-3.960944	39.79687
"XCR1"	41.5518	30.07499	27.52369	53.43577
"C10orf22"	886.7659	1142.382	1586.123	1684.55
"DKFZp686I15217"	44.75687	28.88729	11.34368	44.32191
"FLJ39575"	22.45617	24.49952	66.73589	92.63284
"WDR31"	82.53783	72.46248	40.19481	68.53989
"OR4L1"	5.957223	3.859795	2.244066	16.78854
"CCT6B"	185.4119	240.9036	140.7467	194.6449
"PLK1"	109.8295	73.25871	85.8876	203.9238
"KRTAP10-2"	14.89484	17.20311	5.950673	39.0783
"ORF1-FL49"	6254.652	6156.204	3093.709	2713.442
"MS4A10"	107.9798	114.4037	52.78388	96.89429
"ANKRD17"	58.95349	57.78114	74.30431	85.02831
"CIAS1"	54.61916	32.19302	34.32865	72.42239
"TNP1"	28.3569	24.85396	21.38659	38.75717
"UBE1"	2924.422	2443.633	1266.161	1582.44
"SEMA6A"	439.5185	138.6163	194.5397	152.5379
"RNASEN"	957.6447	843.2156	1042.642	1159.36
"RHAG"	17.21007	18.15971	8.14604	34.20002
"TP53"	81.5765	67.74403	49.79296	101.7188
"HTATIP"	69.88234	110.4004	41.44138	82.17724
"LOC220686"	200.2803	152.245	121.0294	134.0673
"RBP1"	627.2355	1092.046	337.0217	1348.197
"CHRNA5"	25.62731	22.33061	32.55801	51.41269
"FCN1"	16.57518	12.78763	9.515313	48.1082
"HAVCR1"	11.80162	12.86975	-7.533717	27.35475
"TTC1"	1282.616	1994.307	733.4936	833.5175
"ACADS"	395.7632	455.2963	138.536	144.4746
"ADAMTS3"	263.7172	242.0916	1388.947	710.5444
"OPA3"	105.888	98.73357	49.70726	76.19139
"FASTK"	455.3467	453.7957	155.9206	220.4352
"LOC400451"	676.8119	577.7207	438.0103	518.3163
"GPIAP1"	99.00261	125.4296	205.8775	233.4257
"MKNK2"	415.2176	364.3832	179.6241	180.3969
"GPR61"	13.44451	8.595562	1.440454	35.92491
"SFTPA1"	-3.52388	6.018061	-7.509632	33.2208
"SORT1"	2479.249	1791.741	1637.395	1348.687
"EDD1"	321.3269	411.2274	479.6622	668.8996
"CCDC4"	10.3919	11.19045	5.289953	28.05624
"BICD2"	2036.903	2154.951	2176.452	3140.091
"SIX1"	15.83964	14.80478	13.10251	39.90089
"CKS1B"	2401.104	2464.885	1142.368	908.8793
"RPS6KA2"	959.602	905.3444	710.064	1112.157
"VPS52"	1196.266	1083.87	364.9462	339.9772
"FLJ43339"	7283.005	3332.176	6540.587	4984.168
"CDK9"	2039.971	2343.163	1072.019	1249.121
"FKSG14"	18.97762	16.74905	90.99535	54.8125
"CCNA1"	1261.464	711.781	882.3356	595.6793
"SLC15A1"	22.58058	23.92253	19.7517	33.28188
"TAF10"	5311.513	7106.084	2536.178	2673.75
"MCM7"	1897.853	1498.642	1166.542	1307.747
"PPP2R5A"	328.0446	395.6768	282.3418	269.1502
"FRMPD1"	43.57193	28.29369	9.589273	47.00963
"ATM"	108.5435	58.807	619.2142	616.9791
"ACCN5"	15.04523	17.43257	25.42227	40.50413
"LOC148898"	13.42766	21.06716	1.501962	63.80372
"PCDHGA4"	7.298483	3.739887	-2.161295	24.92725
"P2RX1"	43.01432	36.74664	14.79877	55.63158
"ELOVL6"	80.92443	81.59583	126.0851	116.7673
"RPL31"	25488.45	17596.67	19142.97	22979.5
"VEPH1"	22.90388	18.33861	10.92666	32.90961
"PYDC1"	0.7677954	15.79652	-1.908053	16.21129
"VPS16"	104.6245	113.8904	24.45806	58.3835
"SIPA1L2"	615.2822	1182.179	732.4494	1840.921
"PECR"	991.0135	1034.299	572.5373	465.6245
"WDTC1"	76.27045	72.22832	17.46965	60.82391
"HORMAD2"	10.1536	7.753782	12.75499	36.21366
"MRPL37"	8261.683	7415.463	3697.053	4474.481
"SMARCA3"	161.9444	62.74691	861.5892	810.5166
"NOC3L"	238.1892	200.9977	653.8751	554.8555
"C19orf28"	411.3647	755.5708	170.0327	260.6786
"C8orf30A"	1271.98	957.4357	474.5449	477.9174
"MFGE8"	23329.13	16980.74	13104.48	17242.47
"COL4A6"	363.3032	310.7551	606.0599	446.5139
"LOC493829"	27.47826	28.76707	7.437883	39.20397
"CAST"	-0.1097971	9.577274	-4.765027	18.68277
"CEECAM1"	1545.878	1556.738	490.3068	616.4293
"SOS1"	48.84999	22.14101	36.13393	65.29554
"LOC196752"	277.0581	146.2281	212.5254	220.6556
"FLJ38663"	562.3265	423.1034	445.4375	466.9258
"LOC400696"	6.179842	3.620916	-5.007196	16.79274
"OR8D1"	23.82824	23.36801	27.52502	54.16912
"UNC5A"	159.0347	139.8561	129.3333	84.22456
"CC2D1B"	112.444	88.16714	59.00905	133.1531
"ASPH"	99.74538	104.3266	146.459	127.7563
"FLJ25422"	2.09218	8.355608	-7.327372	26.94595
"SOX21"	6.83277	13.37477	0.8297037	29.19128
"MANEAL"	46.31906	37.77861	32.21589	47.35622
"ADAM11"	55.11203	50.68759	9.415725	49.66712
"C6orf151"	32.77788	26.37579	94.07594	103.6592
"PSORS1C2"	18.82241	15.47697	7.567836	40.38275
"ARID1A"	17.25254	13.98332	8.156424	45.2193
"MGEA5"	2244.793	2275.531	4622.034	5794.259
"DCX"	41.81773	36.37497	22.50159	62.75737
"STAR"	4.858949	-1.459374	-5.490754	28.41756
"CDK5RAP3"	53.76866	40.02377	72.89568	55.21191
"FLJ16360"	20.24687	6.770825	8.455789	35.90413
